Id,Tweet,Class
145078168297017344,RT @sanchez_sonia Papelón #ZP entre el chipriota y el irlandés sin traductores y sin poder hablar. En adelante el papelón será de Rajoy,N
765660769551806465,"Toda historia de amor tiene un final feliz, si no eres feliz en este momento debe ser porque no era amor o porque aún no es el final",NONE
151364752701009920,Como Miles con zapatos nuevos http://t.co/3mykwcKz,P
177161250072043520,Lo mejor del dia: @chiquicano y su foto tuenti,P
186976207739420673,"Ya estoy en el Hotel, menudo programa, que tensión hasta el último momento! ... (suena a hueco, como se nota que por aquí no queda nadie)",NONE
770787189319925760,A mí nunca me podrán hacer una broma porque no cojo llamadas y menos cuando son ocultas ,NONE
770240922361663488,"Me hubiera encantado contaros el martirio de san Juan Bautista, que es como de peli. Con Herodes, Salomé...pero no me ha dado la vida ",N
806353592798117888,"@efecuadros Yo soy tu sangre mi viejo, yooo, soy tu silencio y tu tiempo. Esta canción la cantaba todos los días de chiquita!",NONE
151982494374301696,"Inauguramos el yacim arqueológ ""huerta Montero"", en Almendralejo... Legado dl calcolítico q llega hasta nuestrs días",P
181455447172198400,El pueblo + endeudado d España pide ayuda RT @santiagopeleas Una salida para Peleas de Abajo es ocupar la Residencia http://t.co/MCUo8XZd,N
770582154040451072,@FrigoAdri yo tengo que verlo tio  jaja pero se lo merece  ya hacia tiempo que lo se merecia,NONE
801612137357516800,"Con este frío ahora antes y después de cada oración menciono la frase ""Que frío "" así no se puede Que frío",N
169414090912055296,"A las 17.45 viene al estudio de #JELO  Alicia Sanchez Camacho, seguramente la mujer con más poder hoy en Cataluña.",P
771000529011048449,@dexamina Yo he citado varias veces a Heidegger en tuíter y me meto contigo ,N
146503011869532160,"Empieza la primera reunion del Grupo Popular en el Congreso. Los nuevos diutados llegan despistados. Los veteranos, expectantes por si acaso",P
770665974752243712,"@hectorboigues a preguntas mediocres, respuestas ingeniosas...  ",N
783043022220951552,Que cargados de odio están tengan se escuchen música abracen salgan de vez en cuando con los suyos y vera como se le quita,N
815213298589270016,@Madrebeagle jajajaja fui el primer fav de Odín con cotillón,NONE
770212596691701760,la foto que subió niall me pone triste porque quiero ser liam en esa foto además de que sale precioso ,N
167012942628405248,"El Mirandés se merecía más el segundo que el Athletic el cuarto, ¿no creéis?",N
181454870249873408,RT @cssabadell: Conmemoramos el bicentenario de la constitución d Cádiz.Martes 20(19:30h)en  Casal Pere Quart d #Sabadell con @Albert_Rivera,P
142947177998716928,"Sinceramente, estoy observando la zona de "" recreo"" psiquiátrica del H.Civil y es patético lo que veo http://t.co/vE8BhpJs",N
185727623001935872,Carta con lupa. Lo mashhhh. #NoEsMenúParaViejos http://t.co/Yx4nMn0p,NONE
162250617635606528,Aborto. Gallardón anuncia un regreso a la Ley del 85. @TelediarioInter 20:30,NONE
184924469993799680,"No puede ser... Según El Programa de Ana Rosa, en los medios latinoamericanos dicen que Colate se ha liado con Ana Obregón...",N
770257983737589760,"que le pasa a mi tumblrr o.O
se ha vuelto extraño, no sale la musica ",N
160310042694922240,Las palabras valen ya menos que los pisos. Recortar gastos es ahora racionalizar.,N
178805564883738624,"El aumento del antiamericanismo hace díficil creer que la ""transición"" a las fuerzas de seguridad afg se haga con ""éxito"" #Afganistán",N
812837803340009472,"@earthlymama15 ahi voy , cambiando hábitos y haciendo un nuevo estilo de vida",P
147436635603206144,"Según PSOE, el informe jurídico sobre AMAIUR no es ""concluyente"".",NONE
184035851368538112,"Vale, llamadme loco, pero creo que el capitán Haddock es familia de Alfredo Landa...#miscositas http://t.co/r9m8wZyJ",P
175210954391429120,Vale. Tú me vas diciendoi si eso..“@juanjomendo:@Buenafuente espero k no se te vea el plumero politicamente hablandoPierdes muxo publico asi,NONE
155237621621194753,¡Noticias descombacantes! está disponible! http://t.co/pdWFYyRa ? Historias del día por @burdinjaun,P
812167244771971072,Fue un buen momento en familia,P
804491951563296768,"Soy la unica que quiere un poco mas a Assereto que a Pesaressi? Ojo, no digo que no quiera a GP pero GA, a él lo quiero un poco mas.",NONE
145242329618464769,"El gobierno de Canarias aun no se ha enterado que la Cumbre europea era sobre el futuro del euro, no sobre la ultraperificidad..",NONE
178294197911171072,El primero. @elmundoes: La juez envía a prisión al exdirector de Trabajo andaluz imputado por el caso de los ERE falsos http://t.co/OadFKKj2,N
171015857126899713,"A los músicos , aquí les recomiendo un buen Luthier de Medellin. @ltguitars, @leomusic4.",P
161481733890523138,Austeridad y rigor en la administración: base de la reactivación económica para sacar a #Andalucía del pozo del desempleo y la crisis.,P
162672091236270080,"Portada de 'Público', viernes. La absolución de Camps... un lío para el PP; Merkel bendice a Rajoy. http://t.co/E4FqRa3P",NONE
160720582474858496,"Yo mientras, ligando con la madre del director de #Jackysugemela (sin éxito) http://t.co/G7Uk2WPH",N
166806016871239680,#pepevergencia RT @vozbcn: El PP continúa gobernando en diez ayuntamientos adheridos a una asociación independentista http://t.co/1WXoO0jg,NONE
147573722163838976,Portada La Gaceta http://t.co/09yZq4pV ...,NONE
768088528236478464,"@sandyxyxx es lo que tiene Amazon  a uno que conozco le llega el Lunes, siéntete afortunada ",P
155323046956236800,"Curioso, un buque de la Armada EE UU (USS John Stennis) rescata a 13 iraníes secuestrados por piratas somalíes via @Reuters",NONE
145102316004061184,#FF a @Latanace y @RaquelMartos porque son las reinas del mundo (y del mío).,P
779693443815772160,"Acabo de ver a una chica con un saco precioso, tan bonito que me enamoré. Lo malo es que ese saco a mí no me quedaría como a ella",NONE
770076999545196544,"@jose97angel ¿eliminada? Nooo, no la han eliminado. Pasó a la semifinal el otro día ",P
188234829417029635,Día de descanso. http://t.co/MsQ9xrlg,P
812437391604584448,@californiaLA70s igual ese proyecto de ley no va a progresar así que anda ve a llorar al río pobre moralista y triste animal jajaja!,N
184926989440913408,Pido a los ciudadanos que denuncien cualquier hecho violento o coacción. En redes sociales o a través de los teléf. de la Policía.,N
770628475229175808,"@mercesori @clicfox ¡Enhorabuena! Eres la ganadora del sorteo,escríbenos por mensaje privado para darte el descuento ",P
808901597615034372,@charlie10cr seguro las productoras estaban centradas en traer los de siempre,N
174472823484583936,llegan los chinos!!.Huawei presenta la primera tableta con cuatro núcleos y pantalla de 10 pulgadas en el #MWC12 http://t.co/E1LRWMAo”,P
189272821824880640,"Eufemismos Guindos: aunque el copago sanitario lo vistan de ""pago progresivo"", copago se queda.http://t.co/oziBzCWo vía @elperiodico_cas",N
771002156115693568,Tenemos un presidente que es persona non grata d su ciudad @ahorapodemos nadie s lo va a recordar c una carretera d tercera leña al mono ,N
803725500216545281,La lluvia definitivo que no me tiee piedad cuando ando en bus,N
179844382210527233,El aeropuerto sin aviones de Castellón paga 7.700 euros al mes de luz http://t.co/P3GdAbSn,N
149386407713058817,Portada La Razón http://t.co/4litGdSV ...,NONE
803666987138371584,Estando en mis últimos días de jardín puedo decir que mi vida y mis vacaciones no serán las mismas sin mis pequeños,N
797872455096250368,"@LuzuGames @LuzuVlogs @HelloImLana yo solo quiero saber si tienen mi libreta y los llaveros de llamas que les di son 2, blanca y negra",NONE
187606282415521792,"#ssanta12 de #sevillahoy,Maria Dolores de Cospedal en directo nos visita en el set de  @giraldatv http://t.co/iYj1FfB2",NONE
179331269035962368,"Prof Sagardoy ha contado q en NovaCaixa Galicia, hasta 4.000 empleados han modif condiciones d trabajo para evitar paro. Algunos hasta 75%.",P
771107499281903616,@___abm13 me has borrao del lol? ,N
813715684312154116,El apagón de ayer mas mi estado alucinógeno = La guerra de los mundos,N
185696305128017922,"Valeriano Gómez (PSOE), ex ministro de Trabajo, subraya que la legitimidad del Gobierno para hacer la reforma laboral es ""incuestionable""(1)",P
160275756214259713,Buenas. Rumbo al programa de @melchormiralles.,P
775046786134241280,"Buen resumen de mi vida amorosa. - Lo he amado por años. - Cásate con él, pé. - AJ, NO. No estoy para mantener a nadie. Que no joda.",N
813411012531617793,#ParaElProximoAñoPrometo ser consecuente con la dieta y el treno @Sr_Pelaez @Studio92 @joannabolona,NONE
807537268235833344,"Lo peor fue que nos encontramos en un bar, y no le pude hablar x mi timidez",N
145984627948007424,"Y a propósito de la actualidad, un recuerdo a Gregorio Ordóñez http://t.co/flRi6oo4",P
169413787328331776,"pedroj.ramirez@elmundo.es “@Lola_Zafra: @pedroj_ramirez Estimado Pedro, un e-mail para remitirte una información???Gracias!!!BesitosLola”",NONE
768530754510946304,@ManuBarba Lo feo es llegar al reina sofía y que los descuentos de estudiante sean para menores de 27 años ,N
177814312071593984,"Empezamos @TDtarde con @nievesherrero_ @JesusCintora Noelia Mnez, Paloma Zorrilla, Mediavilla y la presencia especial de Lucia Figar.",P
160121751827783680,Bienvenido @VargasLlosaM Celebro encontrarte aquí también. Besos.,P
768099860717432832,"@cigotenks Me apiado de ti, yo me entero de que existen porque tú los encuentras. O sea, alguien los lee primero ",N
177750572785610752,Monago no pinta nada en Madrid. http://t.co/aNzYnQMD vía @GFVara,N
154164950082924544,"Esa mezcla, verdad?. ;) RT @sofihamelius: Alejandro sanz me enseno qe la musica y la carretera es una maravilla.. @AlejandroSanz te amoo!!!",P
801189905112174592,Se lesiona Bale antes del clásico,N
770203207071047681,... pues no tengo exámenes en esas 2 semanas de margen. Ahora se viene la gran pregunta ¿iréis todos los que fuisteis a la MGW? ,NONE
153616429617393664,"Enhorabuena!!! RT @90mn90d: CIERRE 2011: 51.939€ http://t.co/JswpiVyh Y GRACIAS por acompañarnos, y más aún por AYUDAR al #CuernodeAfrica",P
787766430704005121,Que triste y de todo estoy ,N
174831714684780545,"La obsesión del PP RT @estherpalomera M. Montesinos ""servicios inf @rtve trabajan al servicio de una oposición q no consideran oposición""",N
166968739378638848,"Echandose a la calle, dicen los sindicatosMadrid q ZP ya no está para echarle la culpa. Vergonzoso.Cuando se han movilizado tanto contra él?",N
178189227085938689,"hahahshahshsha “@Nakht1: @PilarGGranja Nada, ni siquiera se respetan los derechos de los trabajadores.”",NONE
188537788386377728,"Un timo Kiosko y mas para leer periódicos como ABC, El País y otros. Tres días sin poder entrar a la aplicación. Nadie se responsabiliza .",N
164026983318175744,Estoy en fidelity con @roquethedad!! @eric_valentin,NONE
162131772602187776,En la lucha contra la corrupción nuevas figuras por despilfarro. Primero impulso a la fiscalía y utilizar las  figuras delictivas que ya hay,N
801641363934769152,@jtorrespadilla fui una buena novia,P
159518698779049984,"Existen ya CCAA ""intervenidas"" con la Ley actual: no se les deja endeudarse salvo q cumplan Plan d Ajuste aprobado con Gobierno central.",N
809194574006591488,un hermoso recuerdo junto a ustedes #CarmenandDialina,P
817862303060295685,@Zick eres el mejor porfavor saludame en un video de plantas vs zombies heroes porfi,P
813484971017043970,@blueHyoMi i lleva mucho sin actualizar? ahora sucede que me enamoro del fic y lo dejan abandonado,NONE
149545137574387712,"Narbona: ""no es todavía un debate sobre liderazgo, sino de qué proyecto político"", dice en #muchoPSOEporhacer",NONE
178517916461965312,indignado?“@LdeLibertad:@isaacj Abajo vuestro maravilloso R€gimen que condena a la miseria.NO NOS VAIS A CALLAR. 11M EL PUEBLO TOMA LA CALLE,N
809918358955184128,#YSF2 @MundonickLA La mejor serie en todo el mundo !!!,P
155003438151909376,Ibarra presenta una enmienda según la cual Rubalcaba y Vara tendrían que dimitir como diputados / PSOE http://t.co/8ZZPyqFU via @europapres,N
153269288986345472,Encantada de empezar el año con muchos más amigos. Gracias!! :),P
177693836699639809,Feliz día de la mujer!!! #VIVANLASMUJERES,P
156075441524973570,"y yo también Flo, por eso lo digo...“@Flofdez:@PaulaVazquezTV @danimartinezweb@otramovida No te preocupes que ya se ha tomado medicacion!!!”",P
148012560447311872,"Arguiñano, dietas: ""El cerdo salva más vidas que la penicilina"". Investigadores, experimentos: ""El ratón es el mejor amigo del hombre""",P
771846863754555392,@juanarza @JuanCladeRamon lo he intentado. Espero q en los próximos días veamos una ilustración práctica q ayude a clarificarlo ,N
813790081676775424,Tuve un sueño muy muy lindo y hoy ando con todas las ganas,P
156029937143386112,RT @ppandaluz:  @JavierArenas_pp  anuncia que impulsa una nueva Ley de Hacienda Publica http://t.co/vHZRfX8o,P
813760561028567041,"@Monilict nada peor que tu stalker sea tu colega. Orden de restricción, nomás",N
148896312379719680,Se nos ha ido el maestro Héctor Núñez. Una gran pérdida. Un sentido abrazo para la familia y el fútbol uruguayo. DEP,N
157208641664057345,RT @anapastor_tve: RT @unicef_es: Queremos acabar con la #desnutrición infantil. ¿Nos ayudas? Envía DIA al 28028. Te necesitamos. #donaundia,P
162942011169701888,@JuanraLucas @turbutopico @fgarea @alejandramarpor @latanace El domingo me pongo con la siguiente. Vais a faltar algunos imprescindibles!,NONE
185301952131907584,Un piquete en plena coacción cerrando un comercio mediante coacciones en Gran Vía #piquetesmafiosos http://t.co/zrWKhoWA,N
162839291200933888,"PALMA DE MALLORCA, se puede pedir más??????!!! Hoy arranca #YesWeSpainIsDiferent !!! http://t.co/IT2BpdxX",P
800923553180897281,Me metieron en mi mente imágenes de habitantes de calle afuera con estos fríos sin cobija y ya no puedo vivir tranquilo,N
184996505529221120,Bien por @javier_asturias y los asturianos!,P
770071758061834240,"@Ricky_XCX @AikoLeru Gracias!! ^-^
Que pena  
Pero a la próxima será 👍",N
804064900469366789,@andrearivl me voy a morir quiero verlo en vivo y tigo no tiene CBS,N
811059885374849024,@mario_hart @NicolaPorcella ese punto no afecto nada igual a Diana se le perdono varias faltas como saltarse los escalones.,NONE
151385367315103744,Fomento ha reducido en 2011 a la cuarta parte la inversión que realizó en 2008. En 2012 será la cenicienta del nuevo gobierno.,N
163683772116631552,Anoche reice las letras de tres canciones por completo. Ahora ire a ver que hice. Jeje #intrigado,P
142521301054140416,La marcha atrás del PP en posponer devolución CCAA es un resbalón. Debería asumir fallo y no mentir diciendo que no conoce estado cuentas,N
157519928474337280,"#RbcbenValencia: ""El compromiso es lo que me trajo a la política"", y agradece su lucha contra la corrupción a Ángel Luna",P
787975897664004096,"@Phoenix2124 si si, prendieron fuego !! La única que me sabía la cantaron cuando estaba haciendo fila en el baño 1 gusto conocerte!!",P
172992128018952194,#FF para #primaveravalenciana,P
768231166965145600,"@jonoro96 te mandaria a comprarte un burro, pero no creo que hayan tiendas abiertas ahora ",N
187182857519767552,"Adiós a Mingote, el dibujante de ABC con el que nací y crecí en esta profesión y con el que compartí esta Casa, la de ABC",N
160330171541495809,#Andalucía recibe el premio al mejor stand de CCAA de #Fitur. Prueba de que nuestro sector turístico sigue al alza. Enhorabuena.,P
156737364641853440,"No me parece criticable que la primera entrevista a Rajoy sea en EFE, una agencia pública, española, e internacionalmente contrastada.",P
147367324259852289,"Rompe las reglas, perdona rápido, besa despacio, ama sin miedos, riete hasta q duela, reconoce tus obsesiones. #amimefunciona",P
180416998575046656,"Y yo en el hotel. Mañana a las 5:00 al aeropuerto, go to Madrid, para a la tarde, ir a París #titiritero #saltimbanqui #siloewenolocreo",NONE
768119604438831105,Quiero hacerle algo especial a David para que cuando lo vea sonria pero no se me ocurre nada ,NONE
178277566162010112,Por fin he vsto La Piel que Habito. No tengo palabras.,P
796131914012889088,- Todo lo que quiero por navidad eres tú. - Enserio? - La verdad quiero un iPhone 7 Pero como eres gratis que se puede hacer,NONE
144799223370625024,Cambio de conversación: de déficit a crecimiento.“@FareedZakaria: http://t.co/CUIQ7e7t”,NONE
174628291876106242,Más hemeroteca: lo que opinaba el PP sobre legalizar Bildu hace menos de un año http://t.co/jifvsA5F,NONE
162521959677173760,Flipante el tuit de Ramos: Me gustaría felicitar a nuestro entrenador Mourinho por su 49 cumpleaños. Felicidades Mister Encantado de tenerte,P
145811227854114816,La DGT realizará una campaña de intensificación de controles de alcoholemia entre el 12 y 18 de diciembre. http://t.co/tfP39w3w,NONE
179491778775351296,#martesy13 bicicletas sin sillín PN!!;) y la monja feliz!! Jajjajajja,P
143354715411988480,Viaje a las embajadas catalanas del derroche - ABC.es http://t.co/sD2LV37R via @abc_es,N
816815065051660288,"Me he en encontrado como 8761653729751528763 Colombianos entre Lima y Nasca, Perú.",NONE
771335742480084992,"@Moguei @Begomix no tiene bastante con tener DOS puntos de salud, además está enamoradísima de la princesa y la princesa de la mala ",N
768513574809501696,Estoy muy nerviosa por el partido ,NONE
157026423176040448,El ministro del Interior confirma su extraña cita con Zapatero. Todo muy normal,NONE
168433513719279616,A lo mejor esta sí “@ArtanisD: No hagas apuestas que no puedas ganar. Sabes que nunca conseguirás una portada que haga llorar a Arcadi.”,NONE
182735296906002433,La gente está sobrecogidahttp://t.co/cGVyaibU,N
768513070901723136,"@olivares_javier Intentan salvar a Lincoln como Julián con Lorca... Aparte de que es una copia descarada de MdT, no se parecen en nada ",N
812192750942744576,Hoy no es un buen día para mi,N
806694328718553088,Lo bueno de verano es que en el grupo hay varios compitas,P
173057389661134848,Os invito a participar en debate online sobre Proyecto de Ley contra el Dopaje en @ADI_elpv: http://t.co/5cH2NYy9 #Adidoping,P
185011448655790080,Es @UPyD un partido de ppios? Sí por supuesto.Q harán ustedes en Asturias? ehhh.esto..uhmm a ver..si es que.bueno...depende.. @Borja_Semper,N
169412830993461248,"Belloc, por otra parte grande, dijo que Wells era un provinciano y este respondió: ""Al parecer, el señor Belloc ha nacido en toda Europa"".",NONE
161201633542422528,Jajaja... Siii un pipiolo. RT @leiruarikahs: @AlejandroSanz  jajajaa aunq t pongan mas tu eres un chavo juvensuelooo  haha saluditos!!,P
145244574183473154,"RT @JuandeVi: Crafts Market Málaga, domingo 11 de 10:00 a 15:00 horas, Plaza de la Merced.¿Te lo vas a perder? http://t.co/RKZOsdZd @Cra ...",NONE
770568179684896768,"@ttlemans sí, supongo que usas el ave de nevera y ya cuando llegas a casa después de 10h pateando te fríes un cachopin y no vas al mcauto ",NONE
767848218101215232,De las pocas veces que hablamos por skype me pareciste una grandísima persona ,P
187086871174717440,Hemos comenzado la visita a las iglesias en la Candelaria #ssanta12 http://t.co/JoDXL1vg,NONE
169063342026129409,Ahora una siesta twitteros hasta luego grandes.,P
176801522091438080,Ya está la portada en Orbyt. Fijaos en lo que le decía el Campeón a su amigo mientras les grababa la Guadia Civil con orden judicial.,P
182834891594022912,Mentiras y cintas de video. La Junta Electoral ordena retirar el video del Ministerio de Trabajo. Claro!!!!,N
161815372771753986,"Que  secretarios gener territor no se pronuncien x #Chacón o @_rubalcaba significa ""jugar al mejor postor"" ya veremos en el #38CongresoPSOE",NONE
170119736368181248,sensato y ahorro“@el_pais: El Parlamento Europeo propone eliminar la sede  Estrasburgo y mantener solo la de Bruselas http://t.co/mQlIgXQ9,P
180248528638066688,"Elpaywall Piano consigue 5300 suscriptores digitales en Eslovenia. ingresos de 26,000 € http://t.co/cgM2MM3x",P
168368985358872576,Wert: Andalucía necesita una mejora urgente de su sistema educativo tras 30 años de políticas erróneas #elcambioandaluz http://t.co/IQmVIt8r,N
149882740500742145,Felicidades a todas. Besos desde #Malaga RT @ccifuentes: Con algunas compañeras diputadas de la #AsambleaMadrid :-) http://t.co/bAUnjqjc,P
146169163117903874,@PabloAIglesias @jorgefdezpp Te suena Carmen Riolobos al Senado y A Alonso al Congreso?,NONE
812408256446468097,@meiermq y mejor seria si le en cuentan a un Ramirez.,NONE
174737840360521728,"Tras lo dicho x vicepresidenta, espero ansioso su plan para rentabilizar el patrimonio inmobiliario inutilizado x administraciones. Si no...",NONE
178251814125314048,"Itxu Diaz,""la corrupción se desparrama por fuera del periódico"". Metáfora desgarradora..",N
145994351967879171,Buenas noches!!!Desde Disney os digo... Que os quiero FAMILIAAAAA!!! http://t.co/0mQZ3EtD,P
770614528048594945,"@VicentMoreraVCF @kennysamuerto @LoboVCF vale, pero de Rodrigo yo espero poco y Nani es una puta incógnita como va a rendir. Falta un 9 ",N
809838306825355264,"Se acabó todo, tantas anécdotas que quedarán en el recuerdo ... no me gusta llorar frente a la gente, ahora que estoy solo imaginense",N
174599212061818881,"#29f La calle nos está esperando para decir que no nos resignamos ante el brutal ataque a los derechos laborales, sociales y salariales.",N
809187381979054086,@Darcy_1010 ay no mms ARELIIIII.A los añooooos sdfjksf te extraño we,NONE
809120648941473794,aunque sea una putaaa ajajajaja re desesperado,NONE
164669518478712832,"Servicial hasta la muerte, servil ni en la muerte. Bravo Leo Farache. #comercialesdepublicidad",P
178204445358833664,". @javierarenas_pp "" la Consejeria de Turismo estará en #Malaga "" http://t.co/lEqj5h0U",NONE
767817583064154112,"@CharlieReckless llévame a tu casa, la otra vez blastoise y hoy dragonite ",NONE
803787178321084416,La lluvia definitivo no me tiene piedad cuando ando en bus,N
146691362866204674,"Ya está aquí toda la INFO y entradas para ""YES WE SPAIN IS DIFFERENT"" BARCELONA  http://t.co/RpzL3ZaV ....EN 2012 ...LA VAMOS A LIAR!!!!",N
166436782601273346,En el blog: Un Gobierno despolitizado http://t.co/u1gAB1OQ,N
170815463402643456,Montoro defiende que haya ministros en la nueva Ejecutiva del PP q @marianorajoy anunciara esta tarde #17CongresoPP. Teletipo @servimedia,P
174754457098260480,"El euro abre al alza en el mercado de divisas de Fráncfort, se cambia a 1,3473 dólares, frente a los 1,3421 dólares de la jornada anterior",P
176706258336874496,Asi andamos. Este es el ambiente. http://t.co/KhlzAWDo,NONE
167551934088232960,"Confirmado¡¡¡¡¡ El próximo 22 de abril, llegaremos a Bucarest Rumania.",P
177698528490033153,Ahora habla Rosa10.Comienza pidiendo seriedad y debate.Y ahora explica nuestro juicio negativo a la propuesta del PP contra la que votaremos,NONE
804332715298406400,"Ojalá que pase rapidito el tiempo y ya depositen la grati, en 15 minutos pagaré todas mis cuentas y seré pobre otra vez",N
154640678717095936,"Vamos, que Chacón contraprograma el acto de las medidas de Rubalcaba a las ocho de la tarde. Detalle navideño para las redacciones :)",N
816702739434635264,"he leído que hay un cd drama de aizawa con mic donde van a una cita o algo así pero no lo encuentro, no jueguen con mis sentimientos",NONE
768030924500000768,"@Gabi_Herranz @KNekro yo se lo dije 10 veces ya, pero el me sigue teniendo ese pequeño odio... es comprensible, siempre le caere mal ",N
159535212974452736,Buenos días,NONE
806606239228641280,"No vuelvo a New York, esa pea fue muy maldita y mi chaqueta",N
818306075292270593,"@JacquiRQ @dukeleleh obvio. Pero sin postre al final, mucha obesidad",N
178447033030553600,"Convertiremos Bruselas en la novena provincia de las prioridades del #gobiernodelcambio para defender nuestra agricultura,ganadería y pesca",P
154338247961624576,Tristeza.,N
177521535228194816,Nuestra portada: emprendedores de Youtube “@quediario QUÉ! del jueves 8 de marzo de 2012 http://t.co/LCAjKPor”,NONE
161129154539040768,Gracias a todos los que habéis felicitado a Palomita por su cumpleaños sin que ella lo sepa. Sois estupendos. Hoy esta de bajada. Mucho But.,P
186761547564064768,A partir de  las 12:35h estoy en programa @protascat en @ABCPuntoRadio con @oriolclavell,NONE
160706371480850432,Los malos gestores públicos no deberían irse de rositas. Esperamos las concreciones del gobierno. http://t.co/nNJVlDNo,NONE
768371291275624448,Me encuentro muy mal hoy no estoy para trabajar ,N
818193450193526784,No tomo alcohol y siento que mi cuerpo esta adormecido,NONE
172259691253080066,Wert sale a frase magistral por día. O por hora. Arranca sin ver problema en que se emigren los investigadores http://t.co/Stmjhskz (sigue),N
180424810789208064,Facebook Alejandrro Sanz Oficial,NONE
180371289448517633,"Todavia no se. Abrazos RT @FernandoAstur: @AlejandroSanz  una pregunta, en la pagina web, vais hacer como cuando ... http://t.co/tNPglVMa",NONE
801874878223777792,"No tengo Facebook en el celular, pero cuando pueda voy a hacer el safety check por mis amiguitos de otros países",NONE
767700081353064448,"@Betvs_19 cucha, una independentista escribiendo en español!! Por muy del Barça que soy, te vas a buscar la vida  grassias.",N
148207900433719296,"Mirad, aquí está el videocapítulo de Málaga   http://t.co/0f7JznS8Espero que os guste",P
770570843382484992,"@RASAMA_ yo puedo cambiar de opinión, de cara es más difícil, porque vale una pasta. ",N
770291179430838272,Ya se acaba el ineternete ,NONE
146178353425162240,Confusión en Junta Directiva PP. Zoido presidirá el XVII Congreso Nacional de febrero pero la comisión organizadora la dirigirá Pedro Sanz,N
162883111200366593,"""El traspaso fue cordial, pero no completo"" dice la vicepresidenta. Ya no es ""modélico"" #CMin",N
163299547643248642,"A por la segunda de #YesWeSpainISDIFFERENT  en Palma!!! Ahora, toca estirar y ensayar... http://t.co/74Yh5K3x",NONE
179151339543216128,Con esta visita relámpago queremos participar en la estrategia mundial contra la droga.Proponiendo y participando n los planesinternacionale,P
164746839843811328,"Un historiador justifica la investigación judicial de #garzon. Era ""imposible"" investigar desapariciones de otra forma http://t.co/GgGq3Uvi",N
189762809528205312,Ya somos dos ;-)) q ganas de verte RT @adelautrera: @mariviromero muy buenas guapetona!! Aquí en despacho currando. Bssss,P
180373737567301632,Golllllllllll de De Marcos! 2-0 !!!,P
153405917612871680,Y feliz día a todos los Manolos de mi TL   ;-)),P
162987976308170752,"#OrgullosoDeMisFans RT @Fans_Sanz: RT @FanClubMASes @AlejandroSanz Alejandro, por si quieres saber (cont) http://t.co/SV4dNheZ",NONE
809914023584141313,"Estoy sin palabras, mi corazón esta triste, recién hace unas horas me entere que Chalena Vásquez partió de este mundo, no me lo creo aún.",N
